title,snippet,link
COVID-DenseNet: A deep learning architecture to detect COVID-19 from chest radiology images,"… DenseNet-121 for disease prediction from radiology images of the ChestRadiology-14 … performance of DenseNet on radiology images (eg paper [7] and [8]), we used DenseNet-121 as …",https://www.academia.edu/download/102944248/download.pdf
FCN-based DenseNet framework for automated detection and classification of skin lesions in dermoscopy images,"… the second step is the classification of detected lesions with an FCN-based DenseNet system. In the … In the second step, we devised an FCN-based DenseNet framework which utilized a …",https://ieeexplore.ieee.org/iel7/6287639/6514899/09167192.pdf
Cancer image classification based on DenseNet model,"… In this paper, we design a novel DenseNet based model for metastatic cancer image classification. Our model employs DenseNet Block to effectively capture the important characteristic …",https://iopscience.iop.org/article/10.1088/1742-6596/1651/1/012143/pdf
Effective combination of DenseNet and BiLSTM for keyword spotting,"… to make DenseNet suitable for KWS, we propose a variant DenseNet, called DenseNet-… local features of DenseNet, we propose a method of combining DenseNet and BiLSTM to …",https://ieeexplore.ieee.org/iel7/6287639/8600701/08607038.pdf
Finger-vein recognition based on deep DenseNet using composite image,"… DenseNet in a known problem of finger-vein recognition, this study has the value as the first finger-vein recognition study using a deep DenseNet… overall structure of DenseNet-161 used …",https://ieeexplore.ieee.org/iel7/6287639/6514899/08721065.pdf
Improved YOLO-V3 with DenseNet for multi-scale remote sensing target detection,"Remote sensing targets have different dimensions, and they have the characteristics of dense distribution and a complex background. This makes remote sensing target detection …",https://www.mdpi.com/1424-8220/20/15/4276/pdf
DF-SSD: An improved SSD object detection algorithm based on DenseNet and feature fusion,"… Both ResNet [14] and DenseNet [15] have skip-connection, which satisfy this requirement. We design the feature extraction network DenseNet-S-32-1 based on the idea of DenseNet. …",https://ieeexplore.ieee.org/iel7/6287639/8948470/08978787.pdf
Uncertainty quantification in DenseNet model using myocardial infarction ECG signals,… DenseNet model training Hyperparameters and layers of the DenseNet model used in this study have been previously described [8] and are summarized in Table 1. The model was …,https://www.sciencedirect.com/science/article/am/pii/S0169260722006897
Channel-attention-based DenseNet network for remote sensing image scene classification,"… We propose a novel channel-attention-based DenseNet (CAD) network to better extract … In the channel domain, the channel attention mechanism is integrated into DenseNet. The cross …",https://ieeexplore.ieee.org/iel7/4609443/4609444/09141394.pdf
Deepcaps: Going deeper with capsule networks,"… In existing capsule networks and decoders, it is not possible to guarantee … capsule network architecture by leveraging two key ideas: Dynamic routing and Going deeper in the network. …",http://openaccess.thecvf.com/content_CVPR_2019/papers/Rajasegaran_DeepCaps_Going_Deeper_With_Capsule_Networks_CVPR_2019_paper.pdf
Self-routing capsule networks,"… , a new network architecture called capsule networks (… In this design of networks, each capsule contains a pose (or … Active capsules in one layer make pose predictions for capsules in …",https://proceedings.neurips.cc/paper_files/paper/2019/file/e46bc064f8e92ac2c404b9871b2a4ef2-Paper.pdf
3D point capsule networks,"… -capsule networks, an auto-encoder designed to process sparse 3D point clouds while preserving spatial arrangements of the input data. 3D capsule networks … by our capsule networks …",http://openaccess.thecvf.com/content_CVPR_2019/papers/Zhao_3D_Point_Capsule_Networks_CVPR_2019_paper.pdf
Capsule-forensics: Using capsule networks to detect forged images and videos,… The method introduced in this paper uses a capsule network to detect various kinds of … deep convolutional neural networks. It extends the application of capsule networks beyond their …,https://arxiv.org/pdf/1810.11215
Pushing the limits of capsule networks,Convolutional neural networks use pooling and other downscaling … deep networks. A team at Google Brain recently made news with an attempt to fix this problem: Capsule Networks. …,https://arxiv.org/pdf/2103.08074
Towards scalable and reliable capsule networks for challenging NLP applications,"… to have made capsule networks more suitable to large-scale problems and, hence, more mature for real-world applications. In the future, we plan to apply capsule networks to even …",https://arxiv.org/pdf/1906.02829
Path capsule networks,"… (CapsNet) was introduced as an enhancement over convolutional neural networks, … of the capsules. To address these limitations, we introduce Path Capsule Network (PathCapsNet), a …",https://arxiv.org/pdf/1902.03760
Efficient-capsnet: Capsule network with self-attention routing,"… networks and endow artificial visual perception with a process to encode more efficiently all feature affine transformations. Indeed, a properly working capsule network … capsule networks …",https://www.nature.com/articles/s41598-021-93977-0.pdf
Investigating the transferring capability of capsule networks for text classification,"… capsule networks outperform the compared models on 4 out of 6 datasets, suggesting the effectiveness of the capsule networks … cross-domain capsule network (TL-Capsule) by …",https://drive.google.com/file/d/1GA0ofwXUU5p341UATeN6DzRLyO54aEtm/view
Speech emotion recognition using capsule networks,"… features and introducing neural network methods, eg, convolutional neural networks (CNNs)… This paper presents a novel architecture based on the capsule networks (CapsNets) for SER…",https://www1.se.cuhk.edu.hk/~hccl/publications/pub/icassp2019_SER_Capsule_final.pdf
Improving the robustness of capsule networks to image affine transformations,"… Concretely, we propose to use the same transformation function for all primary capsules (ie, ensuring tj|i(·) ≡ tj|k(·)). We implement a robust affine capsule network (Aff-CapsNet) by …",https://openaccess.thecvf.com/content_CVPR_2020/papers/Gu_Improving_the_Robustness_of_Capsule_Networks_to_Image_Affine_Transformations_CVPR_2020_paper.pdf
Hierarchical multi-label classification of text with capsule networks,… can the capabilities of capsule networks be transferred and ap… we compare HMCadjusted capsule networks to several baseline neu… The main benefit of capsules is their ability to encode …,https://aclanthology.org/P19-2045.pdf
Diabetic retinopathy detection and classification using capsule networks,… The recent developments like capsule networks in … capsule network is developed for the detection and classification of diabetic retinopathy. Using the convolution and primary capsule …,https://link.springer.com/content/pdf/10.1007/s40747-021-00318-9.pdf
Comparative study of capsule neural network in various applications,"… especially for the tasks in computer vision, the capsule network have been designed as an … capsule network employed in the fault diagnosis enhances the accuracy of the classification …",https://www.researchgate.net/profile/T-Vijayakumar-2/publication/336466044_COMPARATIVE_STUDY_OF_CAPSULE_NEURAL_NETWORK_IN_VARIOUS_APPLICATIONS/links/6070127aa6fdcc5f7790b004/COMPARATIVE-STUDY-OF-CAPSULE-NEURAL-NETWORK-IN-VARIOUS-APPLICATIONS.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail
Capsule networks with max-min normalization,… Capsule Networks (CapsNets) have the potential to perform … -level capsules between adjacent layers in the network. Each … -level capsule should be assigned to a higher-level capsule. …,https://arxiv.org/pdf/1903.09662
Forecasting transportation network speed using deep capsule networks with nested LSTM models,… cated transportation networks is of vital importance to modern transportation management. … a new capsule network (CapsNet) to extract the spatial features of traffic networks and utilize …,https://arxiv.org/pdf/1811.04745
Star-caps: Capsule networks with straight-through attentive routing,"… Though a capsule network architecture has a fixed number of parameters, training and … To address the computational complexity of capsule networks, we replace the recurrent dynamic …",https://proceedings.neurips.cc/paper_files/paper/2019/file/cf040fc71060367913e81ac1eb050aea-Paper.pdf
Graph transformer networks,"… Here, we develop Graph Transformer Network (GTN) that learns to transform a … GTNs can be viewed as a graph analogue of Spatial Transformer Networks [16] which explicitly learn …",https://proceedings.neurips.cc/paper_files/paper/2019/file/9d63484abb477c97640154d40595a3bb-Paper.pdf
A generalization of transformer networks to graphs,… This work presented a simple yet effective approach to generalize transformer networks on arbitrary graphs and introduced the corresponding architecture. Our experiments consistently …,https://arxiv.org/pdf/2012.09699
